,x
1063,3
1064,0
1065,2
1066,0
1067,2
1068,3
1069,3
1070,3
1071,3
1072,7
1073,4
1074,4
1075,5
1076,4
1077,5
1078,4
1079,2
1080,3
1081,4
1082,4
1083,2
1084,6
1085,0
1086,0
1087,3
1088,3
1089,0
1090,3
1091,0
1092,0
1093,4
1094,5
1095,3
1096,5
1097,3
1098,5
1099,0
1100,3
1101,5
1102,3
1103,0
1104,3
1105,0
1106,0
1107,0
1108,4
1109,4
1110,3
1111,5
1112,0
1113,2
1114,4
1115,0
1116,0
1117,3
1118,2
1119,0
1120,0
1121,3
1122,3
1123,3
1124,3
1125,3
1126,0
1127,5
1128,0
1129,0
1130,4
1131,3
1132,5
1133,4
1134,2
1135,0
1136,5
1137,2
1138,4
1139,5
1140,0
1141,0
1142,4
1143,3
1144,0
1145,0
1146,2
1147,0
1148,5
1149,0
1150,0
1151,5
1152,3
1153,0
1154,0
1155,4
1156,4
1157,0
1158,0
1159,0
1160,5
1161,5
1162,2
1163,4
1164,4
1165,3
1166,5
1167,0
1168,7
1169,7
1170,5
1171,3
1172,4
1173,7
1174,7
1175,2
1176,3
1177,0
1178,0
1179,0
1180,5
1181,0
1182,4
1183,5
1184,0
1185,3
1186,7
1187,0
1188,4
1189,6
1190,1
1191,3
1192,5
1193,0
1194,5
1195,2
1196,5
1197,3
1198,3
1199,0
1200,3
1201,3
1202,5
1203,3
1204,4
1205,5
1207,4
1208,4
1209,5
1210,0
1211,3
1212,6
1213,5
1214,4
1215,0
1216,0
1217,4
1218,2
1219,5
1220,5
1221,4
1222,3
1223,5
1224,4
1225,0
1226,2
1227,3
1228,0
1229,3
1230,4
1231,4
1232,5
1233,5
1234,0
1235,0
1236,0
1237,4
1238,3
1239,0
1240,3
1241,5
1242,5
1243,0
1244,0
1245,3
1246,5
1247,3
1248,4
1249,5
1250,1
1251,3
1252,4
1253,1
1254,0
1255,5
1256,3
1257,0
1258,4
1259,3
1260,5
1261,4
1262,0
1263,7
1264,3
1265,5
1266,3
1267,0
1268,0
1269,0
1270,0
1271,3
1272,4
1273,0
1274,3
1275,0
1276,3
1277,1
1278,0
1279,0
1280,5
1281,3
1282,5
1283,0
1284,6
1285,4
1286,0
1287,4
1288,0
1289,3
1290,5
1291,3
1292,4
1293,0
1294,4
1295,0
1296,4
1297,0
1298,1
1299,0
1300,3
1301,0
1302,0
1303,0
1304,5
1305,3
1306,3
1307,0
1308,4
1309,0
1310,3
1311,3
1312,3
1313,7
1314,0
1315,0
1316,0
1317,3
1318,0
1319,3
1320,4
1321,4
1322,3
1323,3
1324,3
1325,0
1326,0
1327,5
1328,0
1329,0
1330,2
1331,3
1332,0
1333,3
1334,5
1335,0
1336,3
1337,4
1338,3
1339,0
1340,3
1341,5
1342,3
1343,0
1344,2
1345,3
1346,3
1347,3
1348,4
1349,3
1350,6
1351,0
1352,3
1353,2
1354,0
1355,3
1356,5
1357,0
1358,0
1359,5
1360,3
1361,0
1362,6
1363,5
1364,0
1365,3
1366,0
1367,6
1368,2
1369,7
1370,4
1371,4
1372,3
1373,4
1374,0
1375,3
1376,6
1377,5
1378,2
1379,3
1380,4
1381,3
1382,0
1383,2
1384,6
1385,4
1386,0
1387,1
1388,5
1389,3
1390,2
1391,3
1392,0
1393,4
1394,0
1395,1
1396,3
1397,3
1398,3
1399,0
1400,5
1401,7
1402,0
1403,4
1404,3
1405,0
1406,0
1407,5
1408,3
1409,0
1410,2
1411,6
1412,2
1413,6
1414,2
1415,3
1416,3
1417,4
1418,2
1419,4
1420,3
1421,4
1422,5
1423,0
1424,3
1425,3
1426,4
1427,0
1428,6
1429,3
1430,5
1431,4
1432,5
1433,7
1434,0
1435,4
1436,5
1437,0
1438,2
1439,2
1440,0
1441,0
1442,0
1443,4
1444,3
1445,0
1446,0
1447,0
1448,5
1449,2
1450,0
1451,5
1452,0
1453,0
1454,7
1455,3
1456,0
1457,0
1458,5
1459,5
1460,4
1461,3
1462,0
1463,4
1464,0
1465,0
1466,3
1467,0
1468,0
1469,4
1470,4
1471,1
1472,3
1473,4
1474,0
1475,0
1476,3
1477,0
1478,3
1479,0
1480,5
1481,0
1482,3
1483,0
1484,0
1485,0
1486,5
1487,5
1488,0
1489,3
1490,0
1491,3
1492,2
1493,7
1494,0
1495,5
1496,0
1497,3
1498,0
1499,1
1500,4
1501,7
1502,0
1503,0
1504,2
1505,0
1506,3
1507,0
1508,0
1509,4
1510,3
1511,0
1512,5
1513,3
1514,3
1515,5
1516,0
1517,2
1518,4
1519,0
1520,7
1521,3
1522,6
1523,4
1524,0
1525,5
1526,0
1527,0
1528,0
1529,0
1530,0
1531,5
1532,0
1533,0
1534,2
1535,0
1536,2
1537,0
1538,0
1539,0
1540,2
1541,5
1542,0
1543,7
1544,3
1545,3
1546,3
1547,3
1548,0
1549,4
1550,0
1551,4
1552,2
1553,0
1554,5
1555,5
1556,5
1557,3
1558,5
1559,3
1560,0
1561,3
1562,2
1563,4
1564,5
1565,2
1566,5
1567,2
1568,3
1569,5
1570,3
1571,4
1572,7
1573,5
1574,3
1575,0
1576,0
1577,0
1578,0
1579,0
1580,3
1581,0
1582,0
1583,2
1584,0
1585,5
1586,7
1587,0
1588,4
1589,0
1590,0
1591,2
1592,0
1593,4
1594,0
1595,0
1596,3
1597,0
1598,2
1599,3
1600,0
1601,7
1602,7
1603,0
1604,0
1605,5
1606,3
1607,0
1608,0
1609,7
1610,7
1611,4
1612,3
1613,3
1614,0
1615,0
1616,3
1617,3
1618,6
1619,0
1620,4
1621,2
1622,0
1623,0
1624,6
1625,2
1626,2
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,4
1636,0
1637,0
1638,0
1639,3
1640,0
1641,3
1642,7
1643,0
1644,0
1645,0
1646,2
1647,0
1648,5
1649,0
1650,0
1651,0
1652,4
1653,0
1654,3
1655,3
1656,3
1657,3
1658,3
1659,0
1660,0
1661,3
1662,7
1663,0
1664,7
1665,2
1666,5
1667,0
1668,0
1669,3
1670,0
1671,2
1672,0
1673,3
1674,7
1675,0
1676,0
1677,2
1678,2
1679,3
1680,3
1681,0
1682,0
1683,3
1684,2
1685,4
1686,0
1687,2
1688,0
1689,3
1690,4
1691,5
1692,0
1693,0
1694,1
1695,3
1696,3
1697,0
1698,2
1699,0
1700,4
1701,3
1702,3
1703,7
1704,0
1705,0
1706,4
1707,2
1708,3
1709,0
1710,2
1711,5
1712,0
1713,0
1714,0
1715,2
1716,0
1717,0
1718,0
1719,2
1720,4
1721,2
1722,0
1723,7
1724,4
1725,0
1726,3
1727,3
1728,7
1729,0
1730,0
1731,4
1732,0
1733,0
1734,0
1735,4
1736,0
1737,4
1738,0
1739,0
1740,3
1741,0
1742,0
1743,0
1744,0
1745,4
1746,0
1747,7
1748,2
1749,0
1750,0
1751,5
1752,0
1753,7
1754,4
1755,0
1756,3
1757,0
1758,0
1759,3
1760,0
1761,0
1762,0
1763,3
1764,0
1765,7
1766,3
1767,2
1768,5
1769,5
1770,3
1771,0
1772,0
1773,0
1774,0
1775,3
1776,4
1777,4
1778,4
1779,0
1780,7
1781,7
1782,4
1783,3
1784,0
1785,4
1786,0
1787,2
1788,2
1789,0
1790,0
1791,7
1792,2
1793,2
1794,0
1795,3
1796,2
1797,0
1798,0
1799,0
1800,0
1801,0
1802,7
1803,4
1804,3
1805,0
1806,4
1807,2
1808,5
1809,0
1810,4
1811,0
1812,3
1813,4
1814,4
1815,0
1816,4
1817,5
1818,4
1819,0
1820,3
1821,4
1822,0
1823,0
1824,0
1825,0
1826,3
1827,3
1828,4
1829,7
1830,4
1831,0
1832,0
1833,4
1834,0
1835,0
1836,0
1837,3
1838,0
1839,0
1840,7
1841,0
1842,6
1843,0
1844,2
1845,4
1846,5
1847,7
1848,4
1849,2
1850,0
1851,0
1852,2
1853,0
1854,5
1855,7
1856,2
1857,0
1858,0
1859,0
1860,0
1861,0
1862,7
1863,0
1864,5
1865,2
1866,0
1867,0
1868,7
1869,3
1870,4
1871,2
1872,3
1873,3
1874,0
1875,7
1876,3
1877,0
1878,4
1879,3
1880,0
1881,7
1882,0
1883,4
1884,0
1885,7
1886,7
1887,0
1888,0
1889,0
1890,0
1891,4
1892,2
1893,0
1894,5
1895,3
1896,0
1897,5
1898,0
1899,0
1900,5
1901,0
1902,0
1903,3
1904,4
1905,2
1906,0
1907,0
1908,4
1909,2
1910,3
1911,0
1912,3
1913,4
1914,2
1915,3
1916,3
1917,4
1918,0
1919,0
1920,4
1921,0
1922,0
1923,0
1924,3
1925,4
1926,0
1927,0
1928,0
1929,0
1930,0
1931,3
1932,4
1933,4
1934,3
1935,5
1936,0
1937,0
1938,3
1939,7
1940,0
1941,4
1942,0
1943,0
1944,0
1945,6
1946,0
1947,2
1948,7
1949,3
1950,5
1951,0
1952,3
1953,3
1954,0
1955,0
1956,2
1957,0
1958,0
1959,0
1960,5
1961,0
1962,2
1963,0
1964,4
1965,0
1966,4
1967,0
1968,5
1969,3
1970,3
1971,2
1972,5
1973,0
1974,0
1975,5
1976,2
1977,7
1978,2
1979,2
1980,7
1981,4
1982,0
1983,7
1984,5
1985,0
1986,0
1987,0
1988,0
1989,3
1990,0
1991,4
1992,0
1993,3
1994,0
1995,4
1996,0
1997,2
1998,3
1999,2
2000,3
2001,0
2002,0
2003,0
2004,3
2005,3
2006,0
2007,0
2008,0
2009,0
2010,0
2011,3
2012,0
2013,7
2014,0
2015,4
2016,0
2017,3
2018,0
2019,0
2020,3
2021,3
2022,7
2023,3
2024,4
2025,4
2026,4
2027,7
2028,0
2029,4
2030,2
2031,1
2032,5
2033,0
2034,0
2035,3
2036,0
2037,0
2038,2
2039,4
2040,0
2041,3
2042,0
2043,4
2044,2
2045,0
2046,0
2047,3
2048,0
2049,3
2050,7
2051,3
2052,3
2053,7
2054,0
2055,0
2056,4
2057,3
2058,0
2059,7
2060,0
2061,3
2062,0
2063,4
2064,0
2065,2
2066,5
2067,1
2068,3
2069,5
2070,5
2071,4
2072,0
2073,2
2074,0
2075,0
2076,3
2077,3
2078,0
2079,0
2080,3
2081,7
2082,3
2083,0
2084,0
2085,0
2086,2
2087,7
2088,3
2089,7
2090,3
2091,5
2092,0
2093,5
2094,2
2095,0
2096,3
2097,5
2098,0
2099,0
2100,3
2101,3
2102,0
2103,0
2104,0
2105,0
2106,0
2107,3
2108,5
2109,4
2110,0
2111,5
2112,3
2113,2
2114,1
2115,2
2116,0
2117,0
2118,7
2119,0
2120,4
2121,7
