,x
1073,1
1074,4
1075,1
1076,1
1077,1
1078,6
1079,1
1080,1
1081,1
1082,1
1083,1
1084,7
1085,1
1086,1
1087,1
1088,5
1089,1
1090,1
1091,1
1092,1
1093,6
1094,4
1095,1
1096,1
1097,1
1098,4
1099,1
1100,1
1101,1
1102,1
1103,1
1104,4
1105,1
1106,1
1107,1
1108,4
1109,1
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,1
1118,7
1119,1
1120,6
1121,1
1122,1
1123,4
1124,1
1125,4
1126,1
1127,1
1128,1
1129,1
1130,1
1131,3
1132,5
1133,7
1134,6
1135,7
1136,4
1137,1
1138,1
1139,7
1140,1
1141,1
1142,4
1143,3
1144,1
1145,1
1146,1
1147,1
1148,4
1149,0
1150,4
1151,1
1152,0
1153,1
1154,1
1155,1
1156,1
1157,1
1158,2
1159,1
1160,4
1161,1
1162,4
1163,1
1164,1
1165,1
1166,1
1167,5
1168,1
1169,4
1170,4
1171,6
1172,1
1173,1
1174,1
1175,6
1176,1
1177,1
1178,4
1179,1
1180,1
1181,0
1182,4
1183,1
1184,4
1185,6
1186,1
1187,5
1188,1
1189,4
1190,0
1191,1
1192,1
1193,1
1194,4
1195,3
1196,1
1197,1
1198,1
1199,1
1200,1
1201,6
1202,2
1203,3
1204,1
1205,1
1206,6
1207,7
1208,2
1209,1
1210,1
1211,3
1212,1
1213,4
1214,6
1215,6
1216,6
1217,4
1218,5
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,6
1227,7
1228,1
1229,4
1230,6
1231,0
1232,4
1233,6
1234,6
1235,6
1236,1
1237,1
1238,4
1239,0
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,3
1250,1
1251,1
1252,1
1253,6
1254,1
1255,1
1256,1
1257,1
1258,3
1259,7
1260,1
1261,6
1262,1
1263,1
1264,1
1265,6
1266,6
1267,6
1268,1
1269,1
1270,1
1271,7
1272,1
1273,1
1274,1
1275,3
1276,1
1277,6
1278,1
1279,6
1280,4
1281,2
1282,6
1284,6
1285,1
1286,1
1287,1
1288,1
1289,1
1290,3
1291,1
1292,4
1293,6
1294,4
1295,6
1296,1
1297,6
1298,1
1299,1
1300,3
1301,6
1302,6
1303,1
1304,3
1305,3
1306,3
1307,6
1308,1
1309,1
1310,2
1311,3
1312,6
1313,1
1314,4
1315,1
1316,1
1317,0
1319,6
1320,1
1321,3
1322,6
1323,2
1324,5
1325,1
1326,1
1327,1
1328,1
1329,1
1330,7
1331,1
1332,6
1333,3
1334,6
1335,6
1336,6
1337,1
1338,1
1339,1
1340,6
1341,0
1342,7
1343,1
1344,1
1345,6
1346,1
1347,0
1348,7
1349,6
1350,3
1351,4
1352,1
1353,6
1354,1
1355,6
1356,6
1357,6
1358,6
1359,1
1360,0
1361,7
1362,1
1363,1
1364,6
1365,3
1366,1
1367,1
1368,1
1369,4
1370,1
1371,1
1372,1
1373,1
1374,1
1375,6
1376,2
1377,1
1378,8
1379,1
1380,6
1381,5
1382,1
1383,6
1384,6
1385,6
1386,1
1387,3
1388,6
1389,1
1390,7
1391,6
1392,1
1393,1
1394,7
1395,1
1396,1
1397,1
1398,3
1399,6
1400,6
1401,6
1402,6
1403,1
1404,1
1405,6
1407,7
1408,3
1409,1
1410,4
1411,6
1412,7
1413,6
1414,3
1415,1
1416,1
1417,6
1418,6
1419,6
1420,1
1421,1
1422,3
1423,1
1424,1
1425,6
1426,6
1427,1
1428,3
1429,6
1430,6
1431,2
1432,6
1433,6
1434,1
1435,3
1436,6
1437,6
1438,1
1439,6
1440,6
1441,6
1442,6
1443,1
1444,3
1445,6
1446,3
1447,1
1448,6
1449,4
1450,3
1451,6
1452,6
1453,5
1454,1
1455,3
1456,3
1457,1
1458,2
1459,5
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,6
1467,1
1468,3
1469,7
1470,6
1471,1
1472,6
1473,5
1474,6
1475,1
1476,4
1477,6
1478,4
1479,1
1480,0
1481,6
1482,1
1483,1
1484,1
1485,4
1486,0
1487,3
1488,1
1489,2
1490,6
1491,8
1492,1
1493,6
1494,1
1495,1
1496,1
1497,4
1498,1
1499,0
1500,6
1501,1
1502,1
1503,1
1504,0
1505,1
1506,6
1507,8
1508,1
1509,1
1510,1
1511,1
1512,1
1513,4
1514,1
1515,6
1516,6
1517,1
1518,1
1519,6
1520,6
1521,6
1522,6
1523,1
1524,4
1525,1
1526,6
1527,6
1528,1
1529,7
1530,0
1531,0
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,4
1539,1
1540,1
1541,6
1542,1
1543,0
1544,1
1545,5
1546,0
1547,6
1548,1
1549,1
1550,7
1551,1
1552,5
1553,6
1554,6
1555,6
1556,1
1557,6
1558,6
1559,6
1560,6
1561,2
1562,6
1563,6
1564,1
1565,1
1566,1
1567,0
1568,1
1569,1
1570,6
1571,1
1572,3
1573,1
1574,6
1575,1
1576,1
1577,6
1578,6
1579,6
1580,1
1581,2
1582,7
1583,1
1584,2
1585,1
1586,1
1587,6
1588,6
1589,3
1590,6
1591,1
1592,6
1593,6
1594,1
1595,6
1596,6
1597,3
1598,6
1599,6
1600,6
1601,1
1602,6
1603,3
1604,1
1605,6
1606,6
1607,3
1608,1
1609,2
1610,6
1611,6
1612,0
1613,6
1614,7
1615,6
1616,4
1617,6
1618,6
1619,3
1620,6
1621,1
1622,1
1623,6
1624,7
1625,1
1626,6
1627,1
1628,6
1629,2
1630,3
1631,1
1632,1
1633,7
1634,2
1635,7
1636,1
1637,1
1638,3
1639,6
1640,4
1641,6
1642,1
1643,1
1644,6
1645,4
1646,7
1647,3
1648,1
1649,3
1650,7
1651,6
1652,1
1653,6
1654,1
1655,6
1656,6
1657,1
1658,3
1659,1
1660,1
1661,6
1662,6
1663,1
1664,2
1665,6
1666,1
1667,6
1668,4
1669,6
1670,6
1671,4
1672,6
1673,1
1674,6
1675,6
1676,6
1677,6
1678,1
1679,6
1680,1
1681,1
1682,6
1683,6
1684,1
1685,1
1686,3
1687,3
1688,6
1689,6
1691,1
1692,6
1693,6
1694,6
1695,6
1696,6
1697,1
1698,1
1699,6
1700,6
1701,6
1702,6
1703,1
1704,1
1705,4
1706,1
1707,6
1708,1
1709,0
1710,1
1711,1
1712,6
1713,3
1714,7
1715,2
1716,1
1717,1
1718,6
1719,6
1720,3
1721,1
1722,3
1723,6
1724,1
1725,6
1726,6
1727,7
1728,6
1729,6
1730,6
1731,1
1732,6
1733,6
1734,6
1735,1
1736,6
1737,6
1738,1
1739,1
1740,1
1741,3
1742,6
1743,3
1744,3
1745,6
1746,6
1747,4
1748,1
1749,6
1750,4
1751,6
1752,6
1753,1
1754,6
1755,1
1756,6
1757,3
1758,6
1759,7
1760,1
1761,1
1762,6
1763,6
1764,1
1765,5
1766,6
1767,1
1768,0
1769,7
1770,6
1771,3
1772,6
1773,4
1774,1
1775,6
1776,6
1777,3
1778,6
1779,6
1780,1
1781,6
1782,6
1783,4
1784,6
1785,2
1786,1
1787,1
1788,4
1789,6
1790,6
1791,6
1792,1
1793,1
1794,1
1795,3
1796,2
1797,1
1798,6
1799,6
1800,6
1801,1
1802,0
1803,6
1804,6
1805,6
1806,6
1807,3
1808,1
1809,1
1810,6
1811,7
1812,6
1813,1
1814,6
1815,6
1816,8
1817,7
1818,1
1819,1
1820,6
1821,6
1822,6
1823,6
1824,1
1825,6
1826,1
1827,6
1828,6
1829,1
1830,1
1831,1
1832,4
1833,0
1834,6
1835,1
1836,5
1837,4
1838,2
1839,0
1840,1
1841,4
1842,4
1843,2
1844,6
1845,0
1846,5
1847,6
1848,1
1849,0
1850,4
1851,3
1852,1
1853,1
1854,1
1855,4
1856,4
1857,1
1858,1
1859,2
1860,1
1861,1
1862,0
1863,1
1864,6
1865,6
1866,6
1867,4
1868,6
1869,0
1870,0
1871,4
1872,0
1873,4
1874,4
1875,2
1876,6
1877,0
1878,1
1879,4
1880,2
1881,1
1882,6
1883,6
1884,6
1885,0
1886,4
1887,1
1888,1
1889,3
1890,1
1891,2
1892,6
1893,2
1894,1
1895,4
1896,1
1897,4
1898,6
1899,0
1900,6
1901,6
1902,6
1903,1
1904,3
1905,1
1906,1
1907,6
1908,2
1909,4
1910,6
1911,7
1912,3
1913,1
1914,0
1915,4
1916,0
1917,0
1918,6
1919,6
1920,0
1921,2
1922,2
1923,1
1924,1
1925,6
1926,1
1927,1
1928,2
1929,6
1930,6
1931,4
1932,4
1933,1
1934,1
1935,1
1936,1
1937,6
1938,0
1939,6
1940,1
1941,4
1942,2
1943,6
1944,1
1945,2
1946,1
1948,1
1949,1
1950,1
1951,4
1952,1
1953,2
1954,0
1955,4
1956,6
1957,0
1958,6
1959,4
1960,1
1961,1
1962,2
1963,4
1964,1
1965,5
1966,2
1967,1
1968,0
1969,1
1970,3
1971,4
1972,6
1973,4
1974,2
1975,4
1976,2
1977,4
1978,6
1979,1
1980,6
1981,6
1982,6
1983,0
1984,0
1985,3
1986,4
1987,1
1988,1
1989,1
1990,3
1991,0
1992,0
1993,4
1994,1
1995,4
1996,2
1997,4
1998,1
1999,5
2000,1
2001,1
2002,1
2003,7
2004,0
2005,6
2006,6
2007,1
2008,1
2009,2
2010,6
2011,1
2012,1
2013,0
2014,4
2015,0
2016,1
2017,6
2018,1
2019,4
2020,4
2021,1
2022,6
2023,1
2024,2
2025,2
2026,1
2027,1
2028,3
2029,1
2030,6
2031,1
2032,4
2033,2
2034,0
2035,4
2036,0
2037,4
2038,6
2039,1
2040,4
2041,4
2042,1
2043,2
2044,1
2045,2
2046,3
2047,1
2048,1
2049,1
2050,1
2051,1
2052,1
2053,0
2054,5
2055,4
2056,4
2057,4
2058,2
2059,1
2061,6
2062,4
2063,1
2064,3
2065,0
2066,4
2067,6
2068,1
2069,2
2070,1
2071,5
2072,2
2073,1
2074,1
2075,6
2076,4
2077,1
2078,6
2079,4
2080,4
2081,1
2082,1
2083,0
2084,2
2085,2
2086,1
2087,2
2088,6
2089,4
2090,4
2091,3
2092,1
2093,3
2094,1
2095,1
2096,4
2097,2
2099,4
2100,4
2101,4
2102,4
2103,3
2104,7
2105,1
2106,1
2107,1
2108,4
2109,2
2110,6
2111,6
2112,1
2113,0
2114,4
2115,0
2116,1
2117,4
2118,4
2119,1
2120,7
2121,1
2122,4
2123,4
2124,1
2125,1
2126,1
2127,1
2128,0
2129,2
2130,4
2131,4
2132,4
