,x
1061,0
1062,2
1063,5
1064,0
1065,2
1066,0
1067,0
1068,2
1069,2
1070,2
1071,0
1072,0
1073,2
1074,0
1075,0
1076,2
1077,2
1078,0
1079,0
1080,2
1081,1
1082,0
1083,0
1084,2
1085,1
1086,2
1087,2
1088,2
1089,5
1090,2
1091,2
1092,2
1093,2
1094,2
1095,5
1096,2
1097,2
1098,1
1099,2
1100,0
1101,4
1102,2
1103,2
1104,0
1105,0
1106,0
1107,1
1108,2
1109,2
1110,2
1111,5
1112,5
1113,2
1114,2
1115,1
1116,0
1117,3
1118,2
1119,1
1120,0
1121,2
1122,2
1123,2
1124,0
1125,0
1126,0
1127,2
1128,2
1129,2
1130,2
1131,5
1132,2
1133,1
1134,2
1135,0
1136,2
1137,2
1138,2
1139,0
1140,2
1141,2
1142,1
1143,0
1144,2
1145,1
1146,0
1147,0
1148,2
1149,2
1150,1
1151,1
1152,5
1153,0
1154,0
1155,1
1156,0
1157,1
1158,1
1159,3
1160,0
1161,1
1162,1
1163,1
1164,1
1165,1
1166,0
1167,0
1168,1
1169,3
1170,2
1171,1
1172,3
1173,1
1174,1
1175,1
1176,0
1177,1
1178,0
1179,1
1180,1
1181,1
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,9
1191,0
1192,5
1193,5
1194,0
1195,0
1196,0
1197,1
1198,1
1199,1
1200,1
1201,0
1202,1
1203,0
1204,0
1205,0
1206,3
1207,0
1208,0
1209,5
1210,0
1211,1
1212,1
1213,0
1214,1
1215,0
1216,0
1217,1
1218,0
1219,0
1220,1
1221,0
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,2
1231,2
1232,0
1233,1
1234,0
1235,1
1236,1
1237,2
1238,2
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,9
1252,9
1253,9
1254,9
1255,9
1256,9
1257,9
1258,9
1259,9
1260,9
1261,9
1262,9
1263,9
1264,9
1265,9
1266,9
1267,9
1268,9
1269,9
1270,9
1271,9
1272,9
1273,9
1274,9
1275,9
1276,9
1277,9
1278,9
1279,9
1280,9
1281,9
1282,9
1283,9
1284,9
1285,9
1286,9
1287,9
1288,9
1289,9
1290,9
1291,11
1292,11
1293,11
1294,11
1295,11
1296,11
1297,11
1298,11
1299,11
1300,11
1301,11
1302,11
1303,11
1304,11
1305,13
1306,11
1307,11
1308,11
1309,11
1310,11
1311,11
1312,11
1313,11
1314,11
1315,11
1316,11
1317,11
1318,11
1319,11
1320,11
1321,11
1322,11
1323,11
1324,11
1325,11
1326,11
1327,8
1328,8
1329,12
1330,8
1331,8
1332,8
1333,8
1334,13
1335,8
1336,12
1337,8
1338,8
1339,10
1340,8
1341,8
1342,10
1343,8
1344,13
1345,8
1346,10
1347,8
1348,8
1349,8
1350,8
1351,12
1352,8
1353,8
1354,8
1355,8
1356,8
1357,8
1358,8
1359,8
1360,8
1361,8
1362,8
1363,8
1364,8
1365,8
1366,8
1367,8
1368,8
1369,8
1370,8
1371,8
1372,8
1373,8
1374,8
1375,8
1376,8
1377,8
1378,8
1379,8
1380,8
1381,8
1382,7
1383,6
1384,8
1385,8
1386,8
1387,6
1388,8
1389,6
1390,8
1391,8
1392,8
1393,8
1394,8
1395,6
1396,8
1397,8
1398,8
1399,8
1400,6
1401,8
1402,6
1403,8
1404,6
1405,8
1406,6
1407,6
1408,8
1409,6
1410,8
1411,8
1412,6
1413,6
1414,6
1415,8
1416,6
1417,8
1418,6
1419,8
1420,6
1421,6
1422,8
1423,6
1424,8
1425,8
1426,8
1427,8
1428,6
1429,8
1430,8
1431,8
1432,8
1433,8
1434,8
1435,6
1436,6
1437,8
1438,8
1439,8
1440,6
1441,6
1442,8
1443,6
1444,8
1445,6
1446,8
1447,6
1448,6
1449,6
1450,8
1451,8
1452,8
1453,6
1454,6
1455,8
1456,6
1457,8
1458,6
1459,6
1460,8
1461,8
1462,6
1463,8
1464,8
1465,8
1466,6
1467,6
1468,9
1469,2
1470,0
1471,0
1472,1
1473,9
1474,0
1475,5
1476,5
1477,0
1478,0
1479,0
1480,1
1481,1
1482,0
1483,1
1484,2
1485,0
1486,0
1487,3
1488,4
1489,5
1490,2
1491,1
1492,1
1493,5
1494,5
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,5
1504,0
1505,1
1506,0
1507,0
1508,5
1509,0
1510,0
1511,1
1512,0
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,0
1520,3
1521,5
1522,1
1523,5
1524,1
1525,1
1526,5
1527,2
1528,0
1529,2
1530,0
1531,0
1532,0
1533,5
1534,5
1535,5
1536,2
1537,0
1538,5
1539,0
1540,0
1541,0
1542,0
1543,3
1544,0
1545,0
1546,2
1547,0
1548,5
1549,2
1550,2
1551,2
1552,0
1553,2
1554,0
1555,2
1556,2
1557,5
1558,5
1559,0
1560,2
1561,3
1562,3
1563,2
1564,2
1565,2
1566,2
1567,2
1568,2
1569,2
1570,0
1571,1
1572,5
1573,1
1574,2
1575,2
1576,2
1577,5
1578,2
1579,2
1580,5
1581,2
1582,15
1583,5
1584,1
1585,2
1586,1
1587,5
1588,5
1589,2
1590,1
1591,2
1592,2
1593,2
1594,2
1595,2
1596,0
1597,2
1598,2
1599,2
1600,2
1601,1
1602,1
1603,2
1604,2
1605,5
1606,0
1607,1
1608,2
1609,13
1610,13
1611,12
1612,12
1613,12
1614,13
1615,8
1616,8
1617,12
1618,12
1619,10
1620,8
1621,8
1622,12
1623,8
1624,2
1625,13
1626,12
1627,12
1628,6
1629,12
1630,2
1631,12
1632,8
1633,12
1634,12
1635,13
1636,12
1637,2
1638,12
1639,0
1640,8
1641,12
1642,14
1643,6
1644,12
1645,10
1646,8
1647,8
1648,6
1649,12
1650,12
1651,8
1652,8
1653,8
1654,10
1655,0
1656,8
1657,6
1658,6
1659,8
1660,8
1661,6
1662,6
1663,8
1664,8
1665,6
1666,8
1667,0
1668,6
1669,8
1670,8
1671,8
1672,6
1673,6
1674,8
1675,6
1676,8
1677,6
1678,8
1679,6
1680,8
1681,8
1682,6
1683,8
1684,6
1685,8
1686,8
1687,0
1688,6
1689,8
1690,6
1691,8
1692,8
1693,8
1694,6
1695,7
1696,6
1697,6
1698,6
1699,8
1700,6
1701,8
1702,9
1703,11
1704,0
1705,11
1706,9
1707,9
1708,11
1709,0
1710,11
1711,9
1712,9
1713,9
1714,9
1715,9
1716,9
1717,11
1718,9
1719,11
1720,9
1721,9
1722,0
1723,0
1724,0
1725,11
1726,11
1727,9
1728,9
1729,0
1730,9
1731,9
1732,11
1733,9
1734,9
1735,9
1736,0
1737,9
1738,9
1739,9
1740,9
1741,9
1742,9
1743,9
1744,9
1745,9
1746,9
1747,9
1748,11
1749,9
1750,11
1751,11
1752,11
1753,11
1754,11
1755,13
1756,11
1757,11
1758,11
1759,11
1760,11
1761,13
1762,11
1763,11
1764,11
1765,11
1766,11
1767,11
1768,11
1769,11
1770,11
1771,11
1772,11
1773,11
1774,11
1775,0
1776,11
1777,11
1778,11
1779,11
1780,13
1781,11
1782,11
1783,11
1784,11
1785,11
1786,11
1787,11
1788,11
1789,11
1790,6
1791,8
1792,6
1793,8
1794,8
1795,8
1796,8
1797,6
1798,6
1799,8
1800,6
1801,8
1802,8
1803,8
1804,8
1805,8
1806,8
1807,6
1808,6
1809,8
1810,6
1811,8
1812,6
1813,8
1814,8
1815,2
1816,6
1817,6
1818,8
1819,8
1820,6
1821,8
1822,8
1823,1
1824,8
1825,6
1826,8
1827,6
1828,2
1829,8
1830,8
1831,8
1832,8
1833,8
1834,2
1835,8
1836,8
1837,6
1838,6
1839,6
1840,8
1841,8
1842,6
1843,8
1844,6
1845,8
1846,8
1847,8
1848,6
1849,8
1850,8
1851,8
1852,9
1853,0
1854,9
1855,9
1856,1
1857,0
1858,9
1859,9
1860,0
1861,9
1862,9
1863,0
1864,9
1865,9
1866,1
1867,9
1868,0
1869,9
1870,3
1871,1
1872,0
1873,9
1874,9
1875,9
1876,9
1877,2
1878,1
1879,9
1880,9
1881,9
1882,9
1883,1
1884,9
1885,0
1886,9
1887,9
1888,9
1889,9
1890,3
1891,1
1892,9
1893,1
1894,9
1895,9
1896,0
1897,0
1898,9
1899,9
1900,11
1901,11
1902,11
1903,2
1904,11
1905,0
1906,11
1907,11
1908,11
1909,11
1910,11
1911,11
1912,11
1913,11
1914,11
1915,11
1916,11
1917,11
1918,11
1919,11
1920,11
1921,11
1922,11
1923,11
1924,11
1925,11
1926,11
1927,11
1928,11
1929,11
1930,11
1931,11
1932,11
1933,11
1934,11
1935,11
1936,9
1937,11
1938,11
1939,11
1940,11
1941,11
1942,11
1943,11
1944,11
1945,11
1946,11
1947,11
1948,13
1949,8
1950,12
1951,10
1952,8
1953,8
1954,12
1955,2
1956,12
1957,12
1958,2
1959,13
1960,0
1961,2
1962,8
1963,8
1964,8
1965,8
1966,8
1967,12
1968,12
1969,12
1970,12
1971,10
1972,13
1973,12
1974,0
1975,0
1976,1
1977,10
1978,13
1979,0
1980,10
1981,8
1982,8
1983,6
1984,8
1985,8
1986,6
1987,6
1988,8
1989,2
1990,8
1991,8
1992,8
1993,8
1994,8
1995,6
1996,8
1997,8
1998,8
1999,6
2000,6
2001,8
2002,8
2003,8
2004,8
2005,8
2006,8
2007,8
2008,8
2009,8
2010,8
2011,6
2012,8
2013,1
2014,8
2015,6
2016,8
2017,8
2018,8
2019,8
2020,8
2021,8
2022,6
2023,8
2024,8
2025,6
2026,8
2027,6
2028,6
2029,6
2030,8
2031,6
2032,6
2033,8
2034,8
2035,8
2036,8
2037,8
2038,8
2039,8
2040,8
2041,6
2042,8
2043,8
2044,6
2045,8
2046,8
2047,6
2048,8
2049,6
2050,8
2051,8
2052,8
2053,6
2054,8
2055,8
2056,6
2057,8
2058,6
2059,6
2060,8
2061,8
2062,13
2063,6
2064,8
2065,8
2066,8
2067,6
2068,8
2069,6
2070,7
2071,9
2072,9
2073,0
2074,9
2075,0
2076,9
2077,0
2078,1
2079,9
2080,9
2081,1
2082,9
2083,0
2084,9
2085,2
2086,9
2087,1
2088,0
2089,9
2090,1
2091,9
2092,9
2093,0
2094,1
2095,0
2096,11
2097,9
2098,0
2099,9
2100,9
2101,11
2102,9
2103,9
2104,0
2105,0
2106,9
2107,1
2108,11
2109,9
2110,9
2111,0
2112,9
2113,9
2114,9
2115,0
2116,9
2117,9
2118,9
2119,11
2120,11
2121,11
2122,11
2123,11
2124,11
2125,10
2126,11
2127,11
2128,11
2129,13
2130,13
2131,11
2132,0
2133,11
2134,13
2135,11
2136,13
2137,0
2138,11
2139,11
2140,11
2141,2
2142,11
2143,11
2144,11
2145,12
2146,11
2147,11
2148,11
2149,11
2150,11
2151,11
2152,11
2153,11
2154,11
2155,11
2156,11
2157,11
2158,11
2159,11
2160,12
2161,11
2162,13
2163,13
2164,8
2165,8
2166,8
2167,2
2168,12
2169,2
2170,13
2171,8
2172,8
2173,5
2174,8
2175,8
2176,12
2177,3
2178,8
2179,8
2180,12
2181,8
2182,12
2183,8
2184,8
2185,2
2186,12
2187,8
2188,8
2189,8
2190,13
2191,13
2192,8
2193,8
2194,8
2195,8
2196,8
2197,6
2198,2
2199,2
2200,8
2201,13
2202,1
2203,12
2204,6
2205,8
2206,6
2207,8
2208,8
2209,8
2210,8
2211,8
2212,8
2213,6
2214,5
2215,6
2216,2
2217,8
2218,6
2219,2
2220,2
2221,8
2222,8
2223,6
2224,5
2225,2
2226,6
2227,8
2228,6
2229,6
2230,6
2231,8
2232,6
2233,8
2234,6
2235,0
2236,6
2237,6
2238,6
2239,6
2240,6
2241,6
2242,8
2243,8
2244,0
2245,8
2246,8
2247,6
2248,6
2249,8
2250,8
2251,6
2252,6
2253,6
2254,0
2255,0
2256,6
2257,8
2258,6
2259,6
2260,2
2261,8
2262,5
2263,5
2264,8
2265,0
2266,8
2267,8
2268,8
2269,6
2270,6
2271,6
2272,8
2273,6
2274,8
2275,6
2276,8
2277,1
2278,8
2279,8
2280,8
2281,8
2282,8
2283,8
2284,8
2285,8
2286,8
2287,6
2288,8
2289,8
2290,8
2291,8
2292,8
2293,6
2294,8
2295,6
2296,8
2297,8
2298,6
2299,8
2300,8
2301,6
2302,6
2303,6
2304,8
2305,6
2306,8
2307,8
2308,8
2309,8
2310,8
2311,8
2312,8
2313,6
2314,6
2315,8
2316,6
2317,8
2318,8
2319,8
2320,8
2321,8
2322,8
2323,8
2324,8
2325,6
2326,8
2327,6
2328,8
2329,6
2330,8
2331,8
2332,8
2333,8
2334,8
2335,6
2336,8
2337,6
2338,6
2339,8
2340,6
2341,8
2342,8
2343,8
2344,6
2345,6
2346,8
2347,8
2348,6
2349,8
2350,8
2351,8
2352,6
2353,8
2354,6
2355,8
2356,6
2357,6
2358,8
2359,8
2360,2
2361,8
2362,8
2363,8
2364,6
2365,8
2366,8
2367,0
2368,8
2369,8
2370,6
2371,8
2372,8
2373,12
2374,12
2375,12
2376,13
2377,5
2378,12
2379,12
2380,5
2381,12
2382,2
2383,12
2384,12
2385,12
2386,13
2387,13
2388,13
2389,10
2390,13
2391,2
2392,12
2393,2
2394,13
2395,2
2396,5
2397,12
2398,12
2399,12
2400,12
2401,5
2402,5
2403,5
2404,10
2405,2
2406,12
2407,8
2408,12
2409,13
2410,5
2411,12
2412,13
2413,0
2414,12
2415,11
2416,11
2417,11
2418,11
2419,11
2420,11
2421,11
2422,11
2423,11
2424,11
2425,11
2426,11
2427,11
2428,11
2429,11
2430,11
2431,11
2432,11
2433,11
2434,11
2435,11
2436,11
2437,11
2438,11
2439,11
2440,11
2441,11
2442,1
2443,11
2444,11
2445,11
2446,11
2447,11
2448,11
2449,11
2450,11
2451,11
2452,11
2453,11
2454,11
2455,11
2456,11
2457,11
2458,11
2459,11
2460,9
2461,11
2462,1
2463,9
2464,9
2465,9
2466,9
2467,0
2468,9
2469,9
2470,9
2471,3
2472,9
2473,9
2474,9
2475,11
2476,0
2477,1
2478,0
2479,1
2480,9
2481,9
2482,9
2483,0
2484,9
2485,1
2486,0
2487,9
2488,0
2489,9
2490,9
2491,11
2492,1
2493,9
2494,9
2495,1
2496,1
2497,9
2498,9
2499,9
2500,9
2501,9
2502,9
2503,2
2504,1
2505,9
2506,1
2507,9
2508,2
2509,1
2510,2
2511,2
2512,2
2513,2
2514,5
2515,2
2516,5
2517,2
2518,2
2519,2
2520,2
2521,0
2522,5
2523,2
2524,1
2525,0
2526,2
2527,0
2528,2
2529,5
2530,1
2531,1
2532,2
2533,2
2534,3
2535,0
2536,2
2537,1
2538,0
2539,1
2540,0
2541,1
2542,0
2543,1
2544,1
2545,0
2546,0
2547,1
2548,5
2549,1
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,1
2557,1
2558,5
2559,0
2560,2
2561,0
2562,3
2563,0
2564,2
2565,1
2566,1
2567,0
2568,3
2569,0
2570,0
2571,0
2572,1
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,3
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,1
2590,1
2591,1
2592,1
2593,0
2594,0
2595,1
2596,1
2597,15
2598,0
2599,1
2600,1
2601,1
2602,0
2603,1
2604,1
2605,1
2606,1
2607,0
2608,1
2609,0
2610,1
2611,1
2612,0
2613,1
2614,5
2615,2
2616,2
2617,2
2618,0
2619,2
2620,3
2621,0
2622,0
2623,0
2624,0
2625,2
2626,1
2627,5
2628,2
2629,4
2630,2
2631,5
2632,0
2633,0
2634,2
2635,0
2636,4
2637,3
2638,5
2639,2
2640,5
2641,2
2642,2
2643,0
2644,2
2645,0
2646,3
2647,2
2648,2
2649,0
2650,2
2651,0
2652,2
2653,5
2654,1
2655,0
2656,2
2657,0
2658,0
2659,2
2660,1
2661,5
2662,0
2663,1
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,5
2671,0
2672,1
2673,0
2674,0
2675,0
2676,2
2677,0
2678,0
2679,1
2680,1
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,1
2691,1
2692,1
2693,5
2694,9
2695,0
2696,1
2697,0
2698,0
2699,0
2700,0
2701,1
2702,0
2703,9
2704,0
2705,1
2706,3
2707,5
2708,1
2709,3
2710,1
2711,1
2712,0
2713,0
2714,0
2715,1
2716,0
2717,0
2718,1
2719,1
2720,0
2721,1
2722,0
2723,0
2724,1
2725,1
2726,0
2727,2
2728,1
2729,1
2730,1
2731,1
2732,5
2733,1
2734,1
2735,8
2736,6
2737,13
2738,0
2739,8
2740,6
2741,8
2742,8
2743,8
2744,6
2745,6
2746,8
2747,8
2748,6
2749,2
2750,8
2751,8
2752,8
2753,8
2754,6
2755,8
2756,8
2757,6
2758,8
2759,6
2760,8
2761,8
2762,6
2763,8
2764,8
2765,6
2766,8
2767,8
2768,8
2769,6
2770,8
2771,8
2772,6
2773,8
2774,8
2775,2
2776,12
2777,10
2778,12
2779,12
2780,12
2781,13
2782,12
2783,12
2784,10
2785,12
2786,13
2787,12
2788,8
2789,8
2790,12
2791,13
2792,8
2793,12
2794,13
2795,13
2796,1
2797,13
2798,0
2799,12
2800,13
2801,12
2802,12
2803,12
2804,12
2805,13
2806,13
2807,12
2808,13
2809,12
2810,13
2811,0
2812,12
2813,11
2814,11
2815,11
2816,11
2817,11
2818,11
2819,11
2820,11
2821,11
2822,11
2823,11
2824,11
2825,0
2826,11
2827,11
2828,11
2829,0
2830,11
2831,0
2832,11
2833,11
2834,11
2835,11
2836,11
2837,11
2838,11
2839,11
2840,11
2841,11
2842,11
2843,9
2844,0
2845,9
2846,9
2847,9
2848,9
2849,9
2850,1
2851,9
2852,9
2853,9
2854,11
2855,11
2856,9
2857,9
2858,9
2859,9
2860,9
2861,11
2862,9
2863,9
2864,9
2865,9
2866,9
2867,9
2868,9
2869,9
2870,9
2871,9
2872,9
2873,9
2874,0
2875,9
2876,0
2877,11
2878,9
2879,9
2880,1
2881,9
2882,9
2883,8
2884,8
2885,0
2886,8
2887,8
2888,8
2889,2
2890,8
2891,12
2892,12
2893,0
2894,8
2895,8
2896,13
2897,2
2898,13
2899,8
2900,13
2901,8
2902,8
2903,3
2904,2
2905,6
2906,2
2907,8
2908,2
2909,12
2910,12
2911,8
2912,13
2913,13
2914,8
2915,8
2916,10
2917,8
2918,8
2919,8
2920,0
2921,6
2922,6
2923,6
2924,8
2925,8
2926,6
2927,6
2928,6
2929,8
2930,8
2931,8
2932,8
2933,6
2934,6
2935,6
2936,6
2937,6
2938,6
2939,8
2940,8
2941,6
2942,6
2943,8
2944,8
2945,8
2946,8
2947,8
2948,8
2949,8
2950,8
2951,8
2952,8
2953,8
2954,6
2955,6
2956,6
2957,6
2958,6
2959,8
2960,1
2961,0
2962,11
2963,0
2964,1
2965,1
2966,9
2967,0
2968,0
2969,9
2970,9
2971,0
2972,0
2973,1
2974,9
2975,1
2976,11
2977,0
2978,9
2979,9
2980,9
2981,9
2982,1
2983,11
2984,11
2985,11
2986,11
2987,1
2988,11
2989,13
2990,5
2991,11
2992,11
2993,11
2994,0
2995,11
2996,11
2997,11
