,x
1061,1
1062,1
1063,3
1064,1
1065,2
1066,1
1067,3
1068,3
1069,2
1070,3
1071,1
1072,0
1073,0
1074,3
1075,3
1076,2
1077,1
1078,1
1079,3
1080,0
1081,2
1082,3
1083,0
1084,2
1085,0
1086,4
1087,1
1088,2
1089,2
1090,3
1091,4
1092,3
1093,3
1094,3
1095,2
1096,1
1097,2
1098,2
1099,4
1100,1
1101,1
1102,0
1103,1
1104,2
1105,4
1106,0
1107,1
1108,0
1109,0
1110,3
1111,0
1112,1
1113,2
1114,1
1115,3
1116,3
1117,1
1118,3
1119,0
1120,2
1121,3
1122,0
1123,3
1124,2
1125,3
1126,0
1127,3
1128,3
1129,0
1130,0
1131,3
1132,1
1133,3
1134,3
1135,2
1136,3
1137,3
1138,3
1139,1
1140,3
1141,1
1142,1
1143,0
1144,3
1145,1
1146,1
1147,0
1148,2
1149,1
1150,3
1151,0
1152,3
1153,0
1154,3
1155,1
1156,3
1157,2
1158,1
1159,3
1160,4
1161,3
1162,0
1163,4
1164,3
1165,1
1166,4
1167,1
1168,4
1169,3
1170,1
1171,3
1172,1
1173,0
1174,3
1175,1
1176,1
1177,3
1178,3
1179,2
1180,0
1181,3
1182,3
1183,2
1184,0
1185,1
1186,0
1187,1
1188,1
1189,2
1190,1
1191,2
1192,2
1193,1
1194,2
1195,1
1196,1
1197,3
1198,4
1199,3
1200,3
1201,2
1202,3
1203,1
1204,0
1205,3
1206,4
1207,1
1208,1
1209,1
1210,4
1211,3
1212,0
1213,1
1214,2
1215,0
1216,3
1217,4
1218,3
1219,2
1220,1
1221,4
1222,1
1223,3
1224,4
1225,3
1226,3
1227,1
1228,1
1229,2
1230,4
1231,3
1232,4
1233,3
1234,3
1235,1
1236,4
1237,3
1238,0
1239,0
1240,1
1241,2
1242,4
1243,4
1244,1
1245,4
1246,3
1247,4
1248,3
1249,3
1250,1
1251,4
1252,2
1253,3
1254,4
1255,2
1256,1
1257,3
1258,3
1259,3
1260,3
1261,3
1262,1
1263,0
1264,2
1265,4
1266,1
1267,3
1268,1
1269,3
1270,0
1271,1
1272,0
1273,3
1274,2
1275,1
1276,0
1277,1
1278,0
1279,3
1280,4
1281,3
1282,1
1283,2
1284,2
1285,2
1286,1
1287,1
1288,3
1289,1
1290,2
1291,4
1292,4
1293,1
1294,0
1295,3
1296,1
1297,3
1298,3
1299,3
1300,1
1301,3
1302,0
1303,0
1304,2
1305,1
1306,1
1307,4
1308,4
1309,3
1310,0
1311,2
1312,3
1313,0
1314,1
1315,3
1316,4
1317,3
1318,1
1319,1
1320,4
1321,4
1322,0
1323,4
1324,3
1325,1
1326,4
1327,0
1328,0
1329,3
1330,2
1331,1
1332,1
1333,1
1334,3
1335,3
1336,3
1337,3
1338,0
1339,3
1340,1
1341,4
1342,0
1343,4
1344,4
1345,0
1346,4
1347,4
1348,3
1349,0
1350,0
1351,4
1352,1
1353,1
1354,4
1355,1
1356,0
1357,3
1358,1
1359,0
1360,4
1361,3
1362,3
1363,1
1364,3
1365,2
1366,3
1367,0
1368,3
1369,0
1370,0
1371,1
1372,0
1373,2
1374,4
1375,3
1376,3
1377,3
1378,0
1379,3
1380,2
1381,3
1382,2
1383,4
1384,3
1385,3
1386,1
1387,1
1388,1
1389,1
1390,2
1391,1
1392,2
1393,3
1394,2
1395,1
1396,2
1397,0
1398,3
1399,0
1400,0
1401,4
1402,4
1403,1
1404,4
1405,0
1406,1
1407,0
1408,3
1409,3
1410,3
1411,3
1412,0
1413,4
1414,3
1415,3
1416,3
1417,1
1418,4
1419,4
1420,4
1421,1
1422,4
1423,3
1424,0
1425,3
1426,2
1427,0
1428,1
1429,3
1430,3
1431,2
1432,4
1433,4
1434,3
1435,0
1436,4
1437,3
1438,1
1439,4
1440,4
1441,3
1442,1
1443,0
1444,1
1445,3
1446,1
1447,3
1448,2
1449,1
1450,4
1451,4
1452,4
1453,4
1454,3
1455,3
1456,4
1457,3
1458,1
1459,4
1460,0
1461,3
1462,0
1463,4
1464,3
1465,0
1466,1
1467,1
1468,1
1469,3
1470,0
1471,0
1472,1
1473,2
1474,1
1475,0
1476,4
1477,4
1478,3
1479,3
1480,4
1481,1
1482,4
1483,4
1484,1
1485,3
1486,3
1487,2
1488,4
1489,3
1490,2
1491,0
1492,2
1493,3
1494,4
1495,0
1496,4
1497,0
1498,2
1499,0
1500,3
1501,1
1502,3
1503,0
1504,3
1505,4
1506,3
1507,4
1508,1
1509,4
1510,1
1511,1
1512,4
1513,2
1514,3
1515,2
1516,3
1517,2
1518,2
1519,3
1520,0
1521,3
1522,4
1523,1
1524,4
1525,3
1526,0
1527,3
1528,3
1529,4
1530,3
1531,1
1532,2
1533,1
1534,1
1535,0
1536,2
1537,3
1538,1
1539,4
1540,2
1541,4
1542,3
1543,3
1544,2
1545,0
1546,4
1547,3
1548,3
1549,3
1550,3
1551,0
1552,3
1553,3
1554,1
1555,3
1556,4
1557,4
1558,0
1559,4
1560,3
1561,0
1562,0
1563,0
1564,1
1565,0
1566,4
1567,0
1568,2
1569,4
1570,2
1571,4
1572,0
1573,4
1574,0
1575,3
1576,4
1577,0
1578,4
1579,4
1580,2
1581,3
1582,4
1583,0
1584,3
1585,0
1586,4
1587,0
1588,3
1589,4
1590,4
1591,1
1592,3
1593,4
1594,0
1595,2
1596,4
1597,4
1598,0
1599,3
1600,3
1601,4
1602,4
1603,4
1604,3
1605,0
1606,3
1607,0
1608,3
1609,3
1610,4
1611,1
1612,4
1613,3
1614,3
1615,2
1616,0
1617,4
1618,4
1619,4
1620,0
1621,0
1622,1
1623,1
1624,0
1625,3
1626,1
1627,4
1628,4
1629,3
1630,3
1631,2
1632,3
1633,0
1634,4
1635,3
1636,1
1637,4
1638,0
1639,1
1640,0
1641,2
1642,4
1643,3
1644,4
1645,0
1646,4
1647,3
1648,3
1649,2
1650,2
1651,2
1652,4
1653,3
1654,4
1655,3
1656,3
1657,4
1658,4
1659,1
1660,1
1661,4
1662,3
1663,3
1664,1
1665,1
1666,3
1667,1
1668,2
1669,2
1670,3
1671,3
1672,1
1673,3
1674,4
1675,4
1676,1
1677,4
1678,0
1679,4
1680,4
1681,2
1682,3
1683,0
1684,4
1685,0
1686,2
1687,4
1688,4
1689,3
1690,1
1691,3
1692,0
1693,4
1694,3
1695,0
1696,4
1697,3
1698,4
1699,0
1700,4
1701,3
1702,1
1703,0
1704,3
1705,4
1706,4
1707,4
1708,1
1709,4
1710,2
1711,1
1712,1
1713,0
1714,3
1715,3
1716,0
1717,2
1718,3
1719,3
1720,4
1721,3
1722,0
1723,3
1724,2
1725,1
1726,3
1727,3
1728,3
1729,4
1730,3
1731,4
1732,3
1733,3
1734,4
1735,0
1736,3
1737,0
1738,4
1739,2
1740,3
1741,3
1742,3
1743,3
1744,3
1745,4
1746,3
1747,0
1748,4
1749,3
1750,4
1751,3
1752,1
1753,1
1754,0
1755,0
1756,3
1757,4
1758,3
1759,4
1760,4
1761,1
1762,3
1763,3
1764,2
1765,3
1766,4
1767,1
1768,2
1769,3
1770,1
1771,3
1772,3
1773,0
1774,3
1775,4
1776,1
1777,3
1778,2
1779,4
1780,1
1781,1
1782,1
1783,1
1784,0
1785,0
1786,4
1787,3
1788,3
1789,3
1790,2
1791,4
1792,3
1793,4
1794,4
1795,1
1796,4
1797,1
1798,3
1799,4
1800,4
1801,0
1802,3
1803,0
1804,3
1805,4
1806,4
1807,1
1808,4
1809,4
1810,3
1811,3
1812,4
1813,4
1814,4
1815,1
1816,4
1817,3
1818,4
1819,4
1820,3
1821,0
1822,3
1823,0
1824,4
1825,3
1826,4
1827,4
1828,0
1829,4
1830,3
1831,4
1832,3
1833,0
1834,4
1835,4
1836,3
1837,4
1838,3
1839,3
1840,2
1841,3
1842,3
1843,0
1844,0
1845,3
1846,0
1847,0
1848,4
1849,3
1850,2
1851,1
1852,4
1853,2
1854,3
1855,0
1856,3
1857,4
1858,3
1859,4
1860,0
1861,3
1862,4
1863,4
1864,3
1865,4
1866,3
1867,4
1868,4
1869,1
1870,3
1871,2
1872,3
1873,4
1874,4
1875,4
1876,1
1877,1
1878,4
1879,3
1880,2
1881,1
1882,4
1883,4
1884,1
1885,4
1886,1
1887,2
1888,2
1889,4
1890,1
1891,3
1892,4
1893,4
1894,3
1895,4
1896,3
1897,1
1898,4
1899,2
1900,4
1901,4
1902,4
1903,3
1904,3
1905,3
1906,0
1907,4
1908,4
1909,4
1910,2
1911,3
1912,0
1913,4
1914,4
1915,3
1916,0
1917,4
1918,4
1919,3
1920,4
1921,4
1922,1
1923,4
1924,1
1925,4
1926,0
1927,4
1928,0
1929,2
1930,4
1931,4
1932,2
1933,3
1934,1
1935,4
1936,2
1937,1
1938,4
1939,1
1940,1
1941,4
1942,1
1943,3
1944,3
1945,0
1946,0
1947,1
1948,2
1949,3
1950,2
1951,3
1952,3
1953,1
1954,0
1955,3
1956,3
1957,2
1958,4
1959,4
1960,4
1961,4
1962,3
1963,3
1964,1
1965,3
1966,0
1967,4
1968,4
1969,4
1970,1
1971,4
1972,3
1973,4
1974,4
1975,2
1976,3
1977,4
1978,4
1979,4
1980,0
1981,3
1982,3
1983,3
1984,3
1985,4
1986,2
1987,1
1988,4
1989,0
1990,2
1991,2
1992,4
1993,1
1994,4
1995,0
1996,4
1997,2
1998,4
1999,0
2000,3
2001,4
2002,3
2003,4
2004,4
2005,3
2006,3
2007,4
2008,4
2009,4
2010,4
2011,4
2012,3
2013,3
2014,4
2015,2
2016,2
2017,1
2018,4
2019,0
2020,4
2021,4
2022,2
2023,4
2024,2
2025,1
2026,4
2027,4
2028,4
2029,3
2030,4
2031,0
2032,0
2033,4
2034,4
2035,4
2036,4
2037,1
2038,4
2039,3
2040,4
2041,3
2042,3
2043,4
2044,4
2045,4
2046,4
2047,3
2048,1
2049,4
2050,4
2051,0
2052,4
2053,3
2054,3
2055,3
2056,0
2057,3
2058,1
2059,3
2060,3
2061,1
2062,0
2063,4
2064,3
2065,2
2066,0
2067,4
2068,4
2069,2
2070,4
2071,0
2072,3
2073,0
2074,3
2075,3
2076,4
2077,4
2078,4
2079,2
2080,4
2081,1
2082,4
2083,3
2084,2
2085,4
2086,4
2087,4
2088,1
2089,4
2090,4
2091,3
2092,4
2093,4
2094,4
2095,4
2096,1
2097,4
2098,4
2099,4
2100,4
2101,4
2102,4
2103,2
2104,3
2105,0
2106,0
2107,4
2108,0
2109,4
2110,3
2111,4
2112,4
2113,4
2114,2
2115,2
2116,4
2117,1
2118,3
2119,2
2120,3
2121,2
2122,1
2123,0
2124,4
2125,0
2126,1
2127,4
2128,3
2129,4
2130,1
2131,3
2132,4
2133,0
2134,0
2135,1
2136,4
2137,3
2138,2
2139,4
2140,4
2141,4
2142,4
2143,4
2144,4
2145,4
2146,3
2147,4
2148,4
2149,4
2150,1
2151,2
2152,4
2153,0
2154,4
2155,4
2156,0
2157,4
2158,4
2159,4
2160,4
2161,4
2162,4
2163,3
2164,4
2165,4
2166,0
2167,1
2168,4
2169,1
2170,0
2171,4
2172,3
2173,1
2174,4
2175,4
2176,2
2177,4
2178,3
2179,4
2180,4
2181,3
2182,3
2183,4
2184,4
2185,1
2186,1
2187,3
2188,4
2189,1
2190,4
2191,4
2192,4
2193,4
2194,1
2195,1
2196,4
2197,4
2198,2
2199,4
2200,4
2201,1
2202,3
2203,1
2204,3
2205,4
2206,4
2207,4
2208,4
2209,4
2210,4
2211,4
2212,1
2213,4
2214,1
2215,3
2216,2
2217,2
2218,1
2219,3
2220,4
2221,4
2222,4
2223,4
2224,4
2225,4
2226,4
2227,4
2228,4
2229,3
2230,4
2231,2
2232,4
2233,4
2234,4
2235,1
2236,4
2237,4
2238,1
2239,4
2240,4
2241,4
2242,4
2243,4
2244,2
2245,4
2246,4
2247,4
2248,0
2249,1
2250,1
2251,4
2252,4
2253,4
2254,3
2255,4
2256,4
2257,0
2258,4
2259,4
2260,0
2261,4
2262,4
2263,0
2264,2
2265,0
2266,4
2267,4
2268,4
2269,4
2270,1
2271,3
2272,4
2273,2
2274,4
2275,2
2276,4
2277,4
2278,4
2279,3
2280,4
2281,2
2282,1
2283,4
2284,3
2285,0
2286,4
2287,4
2288,3
2289,3
2290,4
2291,3
2292,4
2293,0
2294,1
2295,3
2296,3
2297,0
2298,4
2299,0
2300,4
2301,3
2302,4
2303,4
2304,4
2305,4
2306,4
2307,1
2308,3
2309,1
2310,4
2311,4
2312,0
2313,3
2314,3
2315,4
2316,3
2317,0
2318,4
2319,3
2320,4
2321,1
2322,4
2323,4
2324,4
2325,1
2326,0
2327,2
2328,4
2329,3
2330,2
2331,4
2332,4
2333,4
2334,4
2335,4
2336,4
2337,4
2338,4
2339,4
2340,4
2341,4
2342,3
2343,0
2344,4
2345,1
2346,2
2347,3
2348,4
2349,4
2350,2
2351,4
2352,4
2353,4
2354,4
2355,3
2356,4
2357,0
2358,3
2359,4
2360,4
2361,0
2362,2
2363,4
2364,4
2365,4
2366,0
2367,3
2368,4
2369,3
2370,4
2371,4
2372,4
2373,3
2374,3
2375,4
2376,3
2377,0
2378,4
2379,0
2380,4
2381,4
2382,4
2383,4
2384,0
2385,4
2386,4
2387,4
2388,4
2389,0
2390,2
2391,3
2392,4
2393,1
2394,4
2395,3
2396,4
2397,4
2398,1
2399,4
2400,4
2401,4
2402,1
2403,0
2404,4
2405,1
2406,2
2407,4
2408,0
2409,4
2410,4
2411,4
2412,4
2413,3
2414,4
2415,2
2416,0
2417,4
2418,4
2419,4
2420,4
2421,4
2422,4
2423,4
2424,0
2425,4
2426,1
2427,1
2428,1
2429,4
2430,4
2431,4
2432,1
2433,4
2434,4
2435,4
2436,4
2437,4
2438,4
2439,3
2440,3
2441,4
2442,4
2443,1
2444,2
2445,2
2446,4
2447,4
2448,4
2449,4
2450,4
2451,4
2452,0
2453,4
2454,2
2455,4
2456,4
2457,1
2458,1
2459,2
2460,4
2461,3
2462,4
2463,1
2464,0
2465,4
2466,4
2467,4
2468,1
2469,4
2470,3
2471,1
2472,4
2473,4
2474,4
2475,4
2476,1
2477,3
2478,4
2479,2
2480,4
2481,4
2482,4
2483,4
2484,3
2485,1
2486,0
2487,4
2488,4
2489,4
2490,4
2491,1
2492,1
2493,4
2494,4
2495,4
2496,1
2497,4
2498,2
2499,2
2500,2
2501,4
2502,4
2503,4
2504,1
2505,4
2506,4
2507,4
2508,4
2509,4
2510,2
2511,4
2512,4
2513,4
2514,4
2515,1
2516,4
2517,4
2518,4
2519,0
2520,4
2521,0
2522,4
2523,4
2524,1
2525,3
2526,1
2527,4
2528,4
2529,4
2530,4
2531,4
2532,4
2533,2
2534,4
2535,4
2536,2
2537,2
2538,4
2539,2
2540,4
2541,4
2542,4
2543,4
2544,4
2545,4
2546,4
2547,4
2548,3
2549,3
2550,4
2551,4
2552,1
2553,4
2554,2
2555,3
2556,4
2557,4
2558,4
2559,1
2560,0
2561,4
2562,3
2563,4
2564,4
2565,0
2566,0
2567,4
2568,4
2569,3
2570,4
2571,2
2572,4
2573,4
2574,4
2575,0
2576,4
2577,4
2578,0
2579,4
2580,0
2581,2
2582,4
2583,4
2584,4
2585,0
2586,2
2587,0
2588,4
2589,4
2590,0
2591,4
2592,4
2593,4
2594,1
2595,4
2596,2
2597,2
2598,4
2599,4
2600,1
2601,1
2602,4
2603,1
2604,4
2605,4
2606,0
2607,1
2608,4
2609,1
2610,4
2611,4
2612,4
2613,1
2614,3
2615,3
2616,3
2617,0
2618,3
2619,4
2620,1
2621,4
2622,4
2623,4
2624,3
2625,4
2626,4
2627,4
2628,4
2629,4
2630,1
2631,4
2632,4
2633,4
2634,0
2635,3
2636,4
2637,4
2638,4
2639,4
2640,3
2641,4
2642,3
2643,4
2644,1
2645,2
2646,4
2647,3
2648,4
2649,1
2650,4
2651,2
2652,3
2653,4
2654,4
2655,2
2656,4
2657,4
2658,4
2659,4
2660,0
2661,4
2662,3
2663,3
2664,4
2665,0
2666,3
2667,1
2668,2
2669,4
2670,0
2671,2
2672,4
2673,4
2674,4
2675,2
2676,0
2677,1
2678,4
2679,4
2680,4
2681,1
2682,2
2683,4
2684,4
2685,1
2686,4
2687,1
2688,2
2689,4
2690,4
2691,4
2692,4
2693,1
2694,4
2695,4
2696,4
2697,0
2698,4
2699,4
2700,0
2701,3
2702,4
2703,4
2704,4
2705,1
2706,4
2707,2
2708,4
2709,4
2710,4
2711,4
2712,4
2713,0
2714,4
2715,4
2716,3
2717,4
2718,1
2719,4
2720,3
2721,4
2722,4
2723,4
2724,4
2725,4
2726,4
2727,4
2728,1
2729,4
2730,0
2731,2
2732,3
2733,4
2734,4
2735,4
2736,4
2737,4
2738,0
2739,1
2740,4
2741,2
2742,4
2743,4
2744,4
2745,2
2746,4
2747,4
2748,3
2749,3
2750,1
2751,4
2752,4
2753,4
2754,4
2755,4
2756,1
2757,4
2758,1
2759,1
2760,3
2761,4
2762,4
2763,1
2764,4
2765,4
2766,1
2767,3
2768,4
2769,4
2770,4
2771,2
2772,2
2773,4
2774,3
2775,1
2776,3
2777,1
2778,4
2779,4
2780,4
2781,4
2782,4
2783,1
2784,2
2785,4
2786,4
2787,4
2788,4
2789,4
2790,4
2791,2
2792,4
2793,1
2794,4
2795,2
2796,2
2797,4
2798,4
2799,3
2800,0
2801,4
2802,3
2803,4
2804,0
2805,4
2806,4
2807,4
2808,4
2809,1
2810,4
2811,1
2812,4
2813,4
2814,0
2815,3
2816,3
2817,4
2818,1
2819,4
2820,2
2821,4
2822,4
2823,3
2824,1
2825,1
2826,0
2827,0
2828,4
2829,4
2830,4
2831,0
2832,4
2833,2
2834,0
2835,3
2836,4
2837,3
2838,4
2839,1
2840,4
2841,4
2842,4
2843,1
2844,4
2845,1
2846,4
2847,4
2848,2
2849,1
2850,4
2851,4
2852,2
2853,4
2854,0
2855,4
2856,4
2857,4
2858,4
2859,4
2860,4
2861,3
2862,4
2863,3
2864,3
2865,4
2866,0
2867,1
2868,4
2869,4
2870,1
2871,1
2872,3
2873,1
2874,4
2875,4
2876,3
2877,4
2878,3
2879,3
2880,4
2881,4
2882,0
2883,3
2884,4
2885,4
2886,4
2887,4
2888,4
2889,4
2890,4
2891,4
2892,4
2893,0
2894,4
2895,4
2896,4
2897,4
2898,1
2899,4
2900,0
2901,4
2902,4
2903,3
2904,0
2905,4
2906,4
2907,1
2908,4
2909,4
2910,4
2911,4
2912,4
2913,4
2914,1
2915,4
2916,4
2917,4
2918,4
2919,4
2920,0
2921,4
2922,4
2923,2
2924,1
2925,1
2926,4
2927,1
2928,4
2929,0
2930,2
2931,1
2932,4
2933,0
2934,4
2935,4
2936,1
2937,1
2938,4
2939,4
2940,4
2941,3
2942,1
2943,4
2944,2
2945,0
2946,4
2947,4
2948,0
2949,4
2950,4
2951,2
2952,4
2953,4
2954,0
2955,3
2956,2
2957,4
2958,3
2959,4
2960,1
2961,4
2962,2
2963,4
2964,1
2965,4
2966,4
2967,4
2968,1
2969,1
2970,0
2971,4
2972,4
2973,0
2974,0
2975,2
2976,4
2977,4
2978,4
2979,1
2980,4
2981,1
2982,3
2983,1
2984,2
2985,4
2986,4
2987,3
2988,4
2989,1
2990,2
2991,2
2992,4
2993,1
2994,4
2995,0
2996,0
2997,3
